ts_code,tier,entry_date,exit_date,entry_price,exit_price,return,hold_days,exit_reason,sell_score,exit_action,core_hits,aux_hits,entry_regime,position_weight
159338.SZ,A,20241120,20241127,0.976000,0.954000,-0.022541,5,time,0.000000,time,{},{},sideways,0.500000
159339.SZ,A,20241120,20241122,0.985000,0.955000,-0.030457,2,drop_spike,2.000000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.500000
159351.SZ,A,20241120,20241127,0.984221,0.963511,-0.021042,5,time,0.000000,time,{},{},sideways,0.500000
159352.SZ,A,20241120,20241127,1.012859,0.991098,-0.021485,5,time,0.000000,time,{},{},sideways,0.500000
159353.SZ,A,20241120,20241127,0.987078,0.965209,-0.022155,5,time,0.000000,time,{},{},sideways,0.500000
560530.SH,A,20241120,20241127,0.987230,0.963654,-0.023881,5,time,0.000000,time,{},{},sideways,0.500000
560610.SH,A,20241120,20241127,0.958661,0.935039,-0.024641,5,time,0.000000,time,{},{},sideways,0.500000
563220.SH,A,20241120,20241127,1.012000,0.989000,-0.022727,5,time,0.000000,time,{},{},sideways,0.500000
563360.SH,A,20241120,20241127,1.032000,1.008000,-0.023256,5,time,0.000000,time,{},{},sideways,0.500000
560010.SH,C,20241121,20241128,2.543000,2.476000,-0.026347,5,time,0.000000,time,{},{},sideways,0.200000
563300.SH,A,20241122,20241129,1.029000,1.080000,0.049563,5,time,0.000000,time,{},{},sideways,0.500000
512050.SH,C,20241204,20241211,0.954000,0.971000,0.017820,5,time,0.000000,time,{},{},sideways,0.200000
560010.SH,C,20241204,20241206,2.526000,2.583000,0.022565,2,rsi_high,1.500000,reduce,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": true, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.200000
159740.SZ,C,20241205,20241210,0.589000,0.618000,0.049236,3,upper_touch,1.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.200000
159792.SZ,C,20241205,20241206,0.693000,0.709000,0.023088,1,rsi_high,1.500000,reduce,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": true, ""wr_overbought"": true}",sideways,0.200000
159892.SZ,C,20241205,20241212,0.491000,0.505000,0.028513,5,time,0.000000,time,{},{},sideways,0.200000
513010.SH,C,20241205,20241210,0.614000,0.646000,0.052117,3,upper_touch,1.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.200000
513130.SH,C,20241205,20241210,0.589000,0.620000,0.052632,3,upper_touch,1.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.200000
513180.SH,C,20241205,20241210,0.600000,0.632000,0.053333,3,upper_touch,1.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.200000
513380.SH,C,20241205,20241210,0.545273,0.575288,0.055046,3,upper_touch,1.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.200000
513770.SH,C,20241205,20241206,0.424000,0.434000,0.023585,1,rsi_high,1.500000,reduce,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": true, ""wr_overbought"": true}",sideways,0.200000
159781.SZ,C,20241209,20241216,0.574000,0.560000,-0.024390,5,time,0.000000,time,{},{},sideways,0.200000
588030.SH,C,20241209,20241216,0.936000,0.924000,-0.012821,5,time,0.000000,time,{},{},sideways,0.200000
588190.SH,C,20241209,20241216,0.935000,0.923000,-0.012834,5,time,0.000000,time,{},{},sideways,0.200000
588200.SH,C,20241209,20241216,1.447000,1.414000,-0.022806,5,time,0.000000,time,{},{},sideways,0.200000
588220.SH,C,20241209,20241216,0.939000,0.926000,-0.013845,5,time,0.000000,time,{},{},sideways,0.200000
588290.SH,C,20241209,20241216,1.413000,1.380000,-0.023355,5,time,0.000000,time,{},{},sideways,0.200000
588800.SH,C,20241209,20241216,0.906000,0.895000,-0.012141,5,time,0.000000,time,{},{},sideways,0.200000
159338.SZ,B,20241216,20241223,0.955000,0.959000,0.004188,5,time,0.000000,time,{},{},sideways,0.350000
159352.SZ,B,20241216,20241223,0.994065,1.000000,0.005970,5,time,0.000000,time,{},{},sideways,0.350000
159361.SZ,B,20241216,20241223,0.972000,0.974000,0.002058,5,time,0.000000,time,{},{},sideways,0.350000
159682.SZ,B,20241216,20241223,0.954000,0.953000,-0.001048,5,time,0.000000,time,{},{},sideways,0.350000
560610.SH,B,20241216,20241223,0.937992,0.940945,0.003148,5,time,0.000000,time,{},{},sideways,0.350000
563360.SH,B,20241216,20241223,1.011000,1.013000,0.001978,5,time,0.000000,time,{},{},sideways,0.350000
159351.SZ,A,20241217,20241224,0.965483,0.978304,0.013279,5,time,0.000000,time,{},{},sideways,0.500000
159353.SZ,A,20241217,20241224,0.968191,0.979125,0.011293,5,time,0.000000,time,{},{},sideways,0.500000
159593.SZ,B,20241217,20241224,1.144000,1.161000,0.014860,5,time,0.000000,time,{},{},sideways,0.350000
159595.SZ,B,20241217,20241224,1.144000,1.160000,0.013986,5,time,0.000000,time,{},{},sideways,0.350000
159339.SZ,A,20241218,20241225,0.967000,0.976000,0.009307,5,time,0.000000,time,{},{},sideways,0.500000
159629.SZ,B,20241218,20241225,2.514000,2.476000,-0.015115,5,time,0.000000,time,{},{},sideways,0.350000
159892.SZ,B,20241218,20241225,0.487000,0.487000,0.000000,5,time,0.000000,time,{},{},sideways,0.350000
512050.SH,A,20241218,20241225,0.956000,0.963000,0.007322,5,time,0.000000,time,{},{},sideways,0.500000
560010.SH,B,20241218,20241223,2.518000,2.484000,-0.013503,3,drop_spike,1.500000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.350000
560530.SH,A,20241218,20241225,0.971513,0.979371,0.008088,5,time,0.000000,time,{},{},sideways,0.500000
563220.SH,A,20241218,20241225,0.996000,1.004000,0.008032,5,time,0.000000,time,{},{},sideways,0.500000
563800.SH,A,20241218,20241225,0.956000,0.963000,0.007322,5,time,0.000000,time,{},{},sideways,0.500000
563880.SH,A,20241218,20241225,0.991000,0.999000,0.008073,5,time,0.000000,time,{},{},sideways,0.500000
588030.SH,B,20241218,20241225,0.924000,0.929000,0.005411,5,time,0.000000,time,{},{},sideways,0.350000
588060.SH,B,20241218,20241225,0.625000,0.649000,0.038400,5,time,0.000000,time,{},{},sideways,0.350000
588190.SH,B,20241218,20241225,0.921000,0.924000,0.003257,5,time,0.000000,time,{},{},sideways,0.350000
588200.SH,A,20241218,20241220,1.437000,1.519000,0.057063,2,upper_touch,1.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.500000
588220.SH,B,20241218,20241225,0.926000,0.929000,0.003240,5,time,0.000000,time,{},{},sideways,0.350000
588800.SH,B,20241218,20241225,0.895000,0.898000,0.003352,5,time,0.000000,time,{},{},sideways,0.350000
513400.SH,B,20241219,20241220,1.184000,1.165000,-0.016047,1,drop_spike,1.500000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.350000
159636.SZ,B,20241220,20241227,1.025000,1.035000,0.009756,5,time,0.000000,time,{},{},sideways,0.350000
159740.SZ,B,20241220,20241227,0.600000,0.609000,0.015000,5,time,0.000000,time,{},{},sideways,0.350000
513770.SH,B,20241220,20241227,0.431000,0.433500,0.005800,5,time,0.000000,time,{},{},sideways,0.350000
513850.SH,C,20241220,20241224,1.402000,1.458000,0.039943,2,upper_touch,1.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.200000
513980.SH,B,20241220,20241227,0.552000,0.559000,0.012681,5,time,0.000000,time,{},{},sideways,0.350000
159605.SZ,B,20241223,20241230,0.906000,0.903000,-0.003311,5,time,0.000000,time,{},{},sideways,0.350000
159607.SZ,B,20241223,20241230,0.901000,0.899000,-0.002220,5,time,0.000000,time,{},{},sideways,0.350000
159792.SZ,A,20241223,20241230,0.699000,0.706000,0.010014,5,time,0.000000,time,{},{},sideways,0.500000
513010.SH,B,20241223,20241230,0.628000,0.638000,0.015924,5,time,0.000000,time,{},{},sideways,0.350000
513130.SH,B,20241223,20241230,0.601000,0.609000,0.013311,5,time,0.000000,time,{},{},sideways,0.350000
513380.SH,B,20241223,20241230,0.556778,0.563282,0.011681,5,time,0.000000,time,{},{},sideways,0.350000
513400.SH,B,20241223,20241230,1.196000,1.162000,-0.028428,5,time,0.000000,time,{},{},sideways,0.350000
513650.SH,B,20241223,20241230,1.613000,1.606000,-0.004340,5,time,0.000000,time,{},{},sideways,0.350000
159682.SZ,B,20241224,20241231,0.962000,0.932000,-0.031185,5,drop_spike,2.000000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.350000
562500.SH,A,20241224,20241231,0.810000,0.778000,-0.039506,5,time,0.000000,time,{},{},sideways,0.500000
159351.SZ,C,20241225,20250102,0.976331,0.936884,-0.040403,5,time,0.000000,time,{},{},sideways,0.200000
159353.SZ,C,20241225,20250102,0.978131,0.939364,-0.039634,5,time,0.000000,time,{},{},sideways,0.200000
560610.SH,C,20241225,20250102,0.948819,0.913386,-0.037344,5,time,0.000000,time,{},{},sideways,0.200000
588030.SH,C,20241227,20241231,0.934000,0.897000,-0.039615,2,drop_spike,2.000000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
588190.SH,C,20241227,20250102,0.930000,0.865000,-0.069892,3,range_break,2.000000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": false}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
588220.SH,C,20241227,20241231,0.936000,0.898000,-0.040598,2,drop_spike,2.000000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
588800.SH,C,20241227,20250102,0.904000,0.840000,-0.070796,3,range_break,2.000000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": false}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
159338.SZ,C,20241231,20250102,0.955000,0.926000,-0.030366,1,range_break,3.000000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
159339.SZ,B,20241231,20250102,0.965000,0.935000,-0.031088,1,range_break,2.500000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.350000
159352.SZ,C,20241231,20250102,0.994065,0.963403,-0.030845,1,range_break,2.000000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": false}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
159361.SZ,C,20241231,20250102,0.970000,0.941000,-0.029897,1,range_break,2.000000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": false}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
159636.SZ,C,20241231,20250107,1.029000,0.999000,-0.029155,4,drop_spike,1.500000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.200000
159740.SZ,C,20241231,20250108,0.595000,0.581000,-0.023529,5,time,0.000000,time,{},{},sideways,0.200000
513010.SH,B,20241231,20250102,0.626000,0.616000,-0.015974,1,drop_spike,1.500000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": false, ""wr_overbought"": false}",sideways,0.350000
513130.SH,C,20241231,20250108,0.596000,0.580000,-0.026846,5,time,0.000000,time,{},{},sideways,0.200000
513180.SH,B,20241231,20250108,0.611000,0.597000,-0.022913,5,time,0.000000,time,{},{},sideways,0.350000
513650.SH,B,20241231,20250108,1.595000,1.614000,0.011912,5,time,0.000000,time,{},{},sideways,0.350000
513980.SH,C,20241231,20250108,0.546000,0.525000,-0.038462,5,time,0.000000,time,{},{},sideways,0.200000
563220.SH,C,20241231,20250103,0.992000,0.949000,-0.043347,2,range_break,2.000000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": false}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
563360.SH,B,20241231,20250102,1.012000,0.980000,-0.031621,1,range_break,3.000000,exit,"{""upper_touch"": false, ""range_break"": true, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.350000
159659.SZ,C,20250103,20250110,1.721000,1.719000,-0.001162,5,time,0.000000,time,{},{},sideways,0.200000
513310.SH,A,20250103,20250107,1.417000,1.483000,0.046577,2,upper_touch,2.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.500000
513630.SH,B,20250103,20250110,1.275000,1.252000,-0.018039,5,time,0.000000,time,{},{},sideways,0.350000
513910.SH,B,20250103,20250110,1.315000,1.271000,-0.033460,5,time,0.000000,time,{},{},sideways,0.350000
159501.SZ,A,20250108,20250115,1.511000,1.476000,-0.023163,5,time,0.000000,time,{},{},sideways,0.500000
159513.SZ,C,20250108,20250115,1.366000,1.325000,-0.030015,5,time,0.000000,time,{},{},sideways,0.200000
513110.SH,C,20250108,20250115,1.866000,1.813000,-0.028403,5,time,0.000000,time,{},{},sideways,0.200000
513870.SH,C,20250108,20250115,1.530000,1.488000,-0.027451,5,time,0.000000,time,{},{},sideways,0.200000
159632.SZ,B,20250109,20250116,1.897000,1.873000,-0.012652,5,time,0.000000,time,{},{},sideways,0.350000
513650.SH,B,20250109,20250116,1.610000,1.625000,0.009317,5,time,0.000000,time,{},{},sideways,0.350000
159502.SZ,C,20250110,20250117,1.018000,0.983000,-0.034381,5,time,0.000000,time,{},{},sideways,0.200000
159509.SZ,A,20250110,20250117,1.626000,1.624000,-0.001230,5,time,0.000000,time,{},{},sideways,0.500000
159660.SZ,B,20250110,20250117,1.781000,1.783000,0.001123,5,time,0.000000,time,{},{},sideways,0.350000
159866.SZ,C,20250110,20250116,1.073000,1.099000,0.024231,4,upper_touch,2.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.200000
511090.SH,C,20250114,20250121,123.046236,123.740228,0.005640,5,time,0.000000,time,{},{},sideways,0.200000
511130.SH,B,20250114,20250121,110.647089,111.218080,0.005160,5,time,0.000000,time,{},{},sideways,0.350000
513850.SH,A,20250114,20250121,1.445000,1.470000,0.017301,5,time,0.000000,time,{},{},sideways,0.500000
588060.SH,C,20250120,20250127,0.618000,0.610000,-0.012945,5,time,0.000000,time,{},{},sideways,0.200000
588200.SH,C,20250120,20250127,1.453000,1.423000,-0.020647,5,time,0.000000,time,{},{},sideways,0.200000
588290.SH,C,20250120,20250127,1.418000,1.390000,-0.019746,5,time,0.000000,time,{},{},sideways,0.200000
159338.SZ,C,20250122,20250206,0.926000,0.941000,0.016199,5,time,0.000000,time,{},{},sideways,0.200000
159339.SZ,C,20250122,20250206,0.935000,0.949000,0.014973,5,time,0.000000,time,{},{},sideways,0.200000
159351.SZ,C,20250122,20250206,0.934859,0.950654,0.016896,5,time,0.000000,time,{},{},sideways,0.200000
159352.SZ,C,20250122,20250206,0.961424,0.978239,0.017490,5,time,0.000000,time,{},{},sideways,0.200000
159353.SZ,C,20250122,20250206,0.936382,0.951292,0.015923,5,time,0.000000,time,{},{},sideways,0.200000
159358.SZ,C,20250122,20250206,0.983000,1.000000,0.017294,5,time,0.000000,time,{},{},sideways,0.200000
159361.SZ,C,20250122,20250206,0.940000,0.957000,0.018085,5,time,0.000000,time,{},{},sideways,0.200000
159792.SZ,C,20250122,20250127,0.682000,0.715000,0.048387,3,upper_touch,2.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": true, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.200000
512050.SH,C,20250122,20250206,0.922000,0.936000,0.015184,5,time,0.000000,time,{},{},sideways,0.200000
560530.SH,C,20250122,20250206,0.938022,0.952786,0.015740,5,time,0.000000,time,{},{},sideways,0.200000
560610.SH,C,20250122,20250206,0.909449,0.923228,0.015151,5,time,0.000000,time,{},{},sideways,0.200000
563220.SH,C,20250122,20250206,0.962000,0.977000,0.015593,5,time,0.000000,time,{},{},sideways,0.200000
563360.SH,C,20250122,20250206,0.980000,0.995000,0.015306,5,time,0.000000,time,{},{},sideways,0.200000
563800.SH,C,20250122,20250206,0.923000,0.938000,0.016251,5,time,0.000000,time,{},{},sideways,0.200000
563880.SH,C,20250122,20250206,0.956000,0.972000,0.016736,5,time,0.000000,time,{},{},sideways,0.200000
159502.SZ,C,20250123,20250207,1.006000,1.016000,0.009940,5,time,0.000000,time,{},{},sideways,0.200000
159632.SZ,C,20250123,20250206,1.884000,1.859000,-0.013270,4,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.200000
159660.SZ,C,20250123,20250206,1.789000,1.767000,-0.012297,4,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.200000
159892.SZ,C,20250123,20250205,0.467000,0.483000,0.034261,3,upper_touch,2.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.200000
513120.SH,C,20250123,20250207,0.704000,0.755000,0.072443,5,time,0.000000,time,{},{},sideways,0.200000
513770.SH,C,20250123,20250127,0.411500,0.434000,0.054678,2,upper_touch,2.500000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": true, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.200000
159501.SZ,B,20250127,20250206,1.496000,1.509000,0.008690,2,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
159659.SZ,B,20250127,20250210,1.709000,1.713000,0.002341,4,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
513110.SH,B,20250127,20250206,1.840000,1.857000,0.009239,2,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
513870.SH,B,20250127,20250210,1.511000,1.512000,0.000662,4,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
159792.SZ,C,20250227,20250306,0.924000,0.971000,0.050866,5,time,0.000000,time,{},{},bull,0.400000
159338.SZ,A,20250303,20250304,0.955000,0.956000,0.001047,1,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
159339.SZ,A,20250303,20250304,0.965000,0.964000,-0.001036,1,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
159351.SZ,A,20250303,20250304,0.964474,0.965462,0.001024,1,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
159352.SZ,A,20250303,20250304,0.994065,0.993076,-0.000995,1,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
159353.SZ,A,20250303,20250304,0.968191,0.967197,-0.001027,1,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
159358.SZ,B,20250303,20250304,1.015000,1.017000,0.001970,1,ma20_break,1.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
159361.SZ,A,20250303,20250304,0.970000,0.971000,0.001031,1,ma20_break,1.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
159593.SZ,B,20250303,20250304,1.139000,1.137000,-0.001756,1,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
159595.SZ,B,20250303,20250304,1.141000,1.134000,-0.006135,1,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
512050.SH,A,20250303,20250304,0.950000,0.951000,0.001053,1,ma20_break,1.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
560530.SH,A,20250303,20250304,0.967550,0.967550,0.000000,1,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
560610.SH,B,20250303,20250304,0.937992,0.938976,0.001049,1,ma20_break,1.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
563220.SH,A,20250303,20250304,0.992000,0.993000,0.001008,1,ma20_break,1.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
563360.SH,A,20250303,20250304,1.011000,1.011000,0.000000,1,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
563800.SH,A,20250303,20250304,0.952000,0.952000,0.000000,1,ma20_break,2.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": true, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
563880.SH,B,20250303,20250304,0.985000,0.987000,0.002030,1,ma20_break,1.500000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": false, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.350000
159636.SZ,C,20250305,20250312,1.378000,1.373000,-0.003628,5,time,0.000000,time,{},{},bull,0.400000
159740.SZ,B,20250305,20250312,0.771000,0.784000,0.016861,5,time,0.000000,time,{},{},bull,0.700000
513130.SH,B,20250305,20250312,0.769000,0.785000,0.020806,5,time,0.000000,time,{},{},bull,0.700000
513260.SH,B,20250305,20250312,1.503000,1.526000,0.015303,5,time,0.000000,time,{},{},bull,0.700000
513980.SH,C,20250305,20250312,0.737000,0.745000,0.010855,5,time,0.000000,time,{},{},bull,0.400000
513160.SH,B,20250311,20250318,1.267000,1.283000,0.012628,5,time,0.000000,time,{},{},bull,0.700000
